"RunTimestamp","RunId","LogName","RecordCount","LastWriteTime","ArchivePath","ClearedAt"
"20260805-164438","53bfd6f3-9d3a-43b8-b7ef-cef68d16f8f6","Microsoft-Windows-SMBServer/Security","1","7/11/2026 6:22:31 PM","C:\Users\labuser\Documents\Training\day3\eventlog-state\archives\Microsoft-Windows-SMBServer_Security-20260805.evtx","8/5/2026 4:44:40 PM"
"20260805-164438","53bfd6f3-9d3a-43b8-b7ef-cef68d16f8f6","Microsoft-Windows-MUI/Operational","12","7/11/2026 6:22:31 PM","C:\Users\labuser\Documents\Training\day3\eventlog-state\archives\Microsoft-Windows-MUI_Operational-20260805.evtx","8/5/2026 4:44:40 PM"
"20260805-164438","53bfd6f3-9d3a-43b8-b7ef-cef68d16f8f6","Microsoft-Windows-Dhcp-Client/Admin","1","7/11/2026 6:07:27 PM","C:\Users\labuser\Documents\Training\day3\eventlog-state\archives\Microsoft-Windows-Dhcp-Client_Admin-20260805.evtx","8/5/2026 4:44:40 PM"
"20260805-164438","53bfd6f3-9d3a-43b8-b7ef-cef68d16f8f6","Microsoft-Windows-DeviceManagement-Enterprise-Diagnostics-Provider/Admin","1","7/11/2026 6:22:31 PM","C:\Users\labuser\Documents\Training\day3\eventlog-state\archives\Microsoft-Windows-DeviceManagement-Enterprise-Diagnostics-Provider_Admin-20260805.evtx","8/5/2026 4:44:40 PM"
